Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,P01,P02,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$151.03,$211.45,$226.55,Y,Y,Y,Y,N,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$166.62,$233.26,$249.93,Y,Y,Y,Y,N,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$215.63,$301.88,$323.45,Y,Y,Y,Y,N,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$247.92,$347.09,$371.88,Y,Y,Y,Y,N,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$280.21,$392.29,$420.32,Y,Y,Y,Y,N,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$169.73,$237.62,$254.59,Y,Y,Y,Y,N,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$157.90,$221.06,$236.85,Y,Y,Y,Y,N,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$174.18,$243.85,$261.28,Y,Y,Y,Y,N,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$225.44,$315.61,$338.16,Y,Y,Y,Y,N,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$259.21,$259.21,$259.21,$259.21,$259.21,$259.21,$259.21,$259.21,$362.89,$388.82,Y,Y,Y,Y,N,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$292.98,$292.98,$292.98,$292.98,$292.98,$292.98,$292.98,$292.98,$410.16,$439.47,Y,Y,Y,Y,N,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$177.44,$177.44,$177.44,$177.44,$177.44,$177.44,$177.44,$177.44,$248.41,$266.16,Y,Y,Y,Y,N,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_665_0128_1_3,Assessment Recommendation Therapy or Training Supports - Speech Pathologist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_700_0118_1_3,Assessment Recommendation Therapy or Training - EC - Psychologist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
01_701_0128_1_3,Assessment Recommendation Therapy or Training Supports - Psychologist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$214.41,$214.41,$234.83,$214.41,$234.83,$234.83,$214.41,$234.83,$328.76,$352.25,Y,Y,Y,Y,N,Price Limited Supports
01_720_0118_1_3,Assessment Recommendation Therapy or Training - EC - Physiotherapist,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_721_0128_1_3,Assessment Recommendation Therapy or Training Supports - Physiotherapist,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_740_0118_1_3,Assessment Recommendation Therapy or Training - EC - Other Professional,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_741_0128_1_3,Assessment Recommendation Therapy or Training Supports - Other Professional,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_760_0118_1_3,Assessment Recommendation Therapy or Training - EC - Dietitian,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$224.62,$193.99,$224.62,$224.62,$193.99,$224.62,$314.47,$336.93,Y,Y,Y,Y,N,Price Limited Supports
01_760_0128_3_3,Assessment Recommendation Therapy or Training Supports - Dietitian,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
01_799_0104_1_1,Provider travel - non-labour costs,0104,High Intensity Daily Personal Activities,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0106_1_1,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0107_1_1,Provider travel - non-labour costs,0107,Daily Personal Activities,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0114_1_1,Provider travel - non-labour costs,0114,Community Nursing Care,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0115_1_1,Provider travel - non-labour costs,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0117_8_1,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0118_1_1,Provider travel - non-labour costs,0118,Early Intervention Supports For Early Childhood,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0120_1_1,Provider travel - non-labour costs,0120,Household Tasks,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0128_1_1,Provider travel - non-labour costs,0128,Therapeutic Supports,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_799_0132_1_1,Provider travel - non-labour costs,0132,Support Coordination,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_801_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$62.17,$87.04,$93.26,Y,Y,Y,N,Y,Price Limited Supports
01_802_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$68.50,$68.50,$68.50,$68.50,$68.50,$68.50,$68.50,$68.50,$95.90,$102.75,Y,Y,Y,N,Y,Price Limited Supports
01_803_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$69.77,$69.77,$69.77,$69.77,$69.77,$69.77,$69.77,$69.77,$97.68,$104.66,Y,Y,Y,N,Y,Price Limited Supports
01_804_0115_1_1,Assistance in Supported Independent Living - Standard - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$87.51,$87.51,$87.51,$87.51,$87.51,$87.51,$87.51,$87.51,$122.51,$131.27,Y,Y,Y,N,Y,Price Limited Supports
01_805_0115_1_1,Assistance in Supported Independent Living - Standard - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$112.85,$112.85,$112.85,$112.85,$112.85,$112.85,$112.85,$112.85,$157.99,$169.28,Y,Y,Y,N,Y,Price Limited Supports
01_806_0115_1_1,Assistance in Supported Independent Living - Standard - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$138.20,$138.20,$138.20,$138.20,$138.20,$138.20,$138.20,$138.20,$193.48,$207.30,Y,Y,Y,N,Y,Price Limited Supports
01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$67.28,$67.28,$67.28,$67.28,$67.28,$67.28,$67.28,$67.28,$94.19,$100.92,Y,Y,Y,N,Y,Price Limited Supports
01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$74.14,$74.14,$74.14,$74.14,$74.14,$74.14,$74.14,$74.14,$103.80,$111.21,Y,Y,Y,N,Y,Price Limited Supports
01_813_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$75.51,$75.51,$75.51,$75.51,$75.51,$75.51,$75.51,$75.51,$105.71,$113.27,Y,Y,Y,N,Y,Price Limited Supports
01_814_0115_1_1,Assistance in Supported Independent Living - High Intensity - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$94.71,$94.71,$94.71,$94.71,$94.71,$94.71,$94.71,$94.71,$132.59,$142.07,Y,Y,Y,N,Y,Price Limited Supports
01_815_0115_1_1,Assistance in Supported Independent Living - High Intensity - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$122.14,$122.14,$122.14,$122.14,$122.14,$122.14,$122.14,$122.14,$171.00,$183.21,Y,Y,Y,N,Y,Price Limited Supports
01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$149.57,$149.57,$149.57,$149.57,$149.57,$149.57,$149.57,$149.57,$209.40,$224.36,Y,Y,Y,N,Y,Price Limited Supports
01_821_0115_1_1,Assistance in Supported Independent Living - Weekly,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20220701,99991231,,,,,,,,,,,N,N,Y,N,Y,Price Limited Supports
01_822_0115_1_1,Assistance in Supported Independent Living - Exit Accommodation Permanently,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,Price Limited Supports
01_825_0115_1_1,Assistance in Supported Independent Living,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20220912,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,Y,N,N,Unit Price = $1
01_832_0115_1_1,Assistance in Supported Independent Living - Night-Time Sleepover,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),E,No,20220701,99991231,$262.16,$262.16,$262.16,$262.16,$262.16,$262.16,$262.16,$262.16,$367.02,$393.24,Y,Y,Y,N,Y,Price Limited Supports
01_850_0106_1_1,Individualised Living Options - Exploration and Design,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,Assistance with Daily Life (Includes SIL),H,No,20220701,99991231,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
01_851_0115_1_1,Individualised Living Options - Support Model,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
02_050_0108_1_1,Specialised Transport To School/Educational Facility/Employment/Community,0108,Assistance With Travel/Transport Arrangements,2,Transport,D,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
02_051_0108_1_1,Transport,0108,Assistance With Travel/Transport Arrangements,2,Transport,YR,No,20220701,99991231,"$3,456.00","$3,456.00","$3,456.00","$3,456.00","$3,456.00","$3,456.00","$3,456.00","$3,456.00","$4,078.08","$4,250.88",N,N,N,N,N,Unit Price = $1
03_040000111_0103_1_1,Disability-Related Health Consumables - High Cost,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,Yes,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
03_040000919_0103_1_1,Disability-Related Health Consumables - Low Cost,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_050903053_0103_1_1,Incontinence Alarms,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
03_060000911_0135_1_1,Low Cost AT - Prosthetics And Orthotics,0135,Customised Prosthetics (includes Orthotics),3,Consumables,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_089_0121_1_1,Auslan Or Signed English Training,0121,Interpreting And Translation,3,Consumables,H,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_090_0121_1_1,Interpreting And Translating,0121,Interpreting And Translation,3,Consumables,H,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_090000911_0103_1_1,Low Cost AT - Personal Care And Safety,0103,Assistive Products For Personal Care And Safety,3,Consumables,E,No,20220701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
03_091_0121_1_1,Telephone Or Video Interpreting,0121,Interpreting And Translation,3,Consumables,H,No,20220701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
03_092403054_0103_1_1,Continence Package A - Child - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092403055_0103_1_1,Continence Package A - Adult - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406057_0103_1_1,Continence Package B - Intermittent Mild - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406058_0103_1_1,Continence Package C - Intermittent Moderate - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
03_092406059_0103_1_1,Continence Package D - Intermittent Higher Needs - Annual Amount,0103,Assistive Products For Personal Care And Safety,3,Consumables,YR,No,20220701,99991231,,,,,,,,,,,N,N,N,N,N,
